vaga,salario_estimado,descricao,nota,nome_empresa,localizacao,tamanho,ano_fundacao,tipo_propriedade,industria,setor,receita
Data Scientist,$93K - $186K (Glassdoor est.),"This role will be vital in supporting the mission of finding and bringing home the remains of servicemembers. Experience working with military personnel data and demographics, DNA data, and spatial analysis including graph databases/algorithms. Health Informatics data is key needed experience.
** US Citizenship required for this role on a government contract **
Experience with standard stats tools and packages - SAS, Python, Spark, R and dashboarding tools like Tableau/Qlik. Data integration and dashboard design experience of course (not the role, but we want someone that understands the presentation of data as well).
Experience with case management systems, lab informatics and STARLIMS, GIS Data a big plus.
Experience with time series analysis, linear/logistic regression, NLP, and graph models.",-1.0,"Information Unlimited, Inc.","Washington, DC",-1,-1,-1,-1,-1,-1
Data Science Developer,$93K - $186K (Glassdoor est.),"Data Science Developer | Technology – New York, NY
We are currently seeking candidates for a Data Science Developer position located in New York, NY 10104. This role is with a cutting-edge data analytics company. The ideal candidate will have 5+ years backend software development experience. The Data Science Developer will primarily be responsible for enhancing the development of a machine learning algorithm that matches similar items from a complex data pool. Candidates are 100% **REMOTE** will be considered for hire.
This role is a full-time permanent position that will pay a salary of $160K.
Requirements:
B.S./B.A. in IT, Computer Science, or Data Engineering",3.8,"Daley and Associates
3.8","New York, NY",1 to 50 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Data Scientist,$93K - $186K (Glassdoor est.),"Data Scientist - 100% remote career opportunity

Our client is an established and reputable healthcare provider. In this highly visible and impactful role you will evaluate and analyze large data sets in order to identify potential areas of revenue growth. Using machine learning tools, you will develop cost efficiency solutions for the organization. This employer offers a 100% remote work schedule perpetually, highly competitive compensation, outstanding employee benefits and a culture that encourages collaboration, teamwork, accessible leadership and transparent communication. The ideal candidate has an undergraduate degree and 2+ years' experience doing statistical modeling/predictive analytics using SQL in a healthcare finance setting. Epic certification is required.

For immediate and confidential consideration please contact Mike Shedroff mshedroff@cfstaffing.com
#CFS2021",4.6,"Creative Financial Staffing
4.6","Hartford, CT",201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Staff Data Scientist - Product Analytics,$98K - $187K (Glassdoor est.),"Overview
We are looking for a Sr. Data Scientist - Business Analytics to join the QuickBooks Insurance team! Your effort will maximize proficiency and productivity with our product and business data and become the domain expert in multiple internal and external data sources. As a Sr. Data Scientist - Business Analytics you will collaborate with different functions (Product, Engineering, Marketing and Strategy) of QB Insurance team.
What you'll bring
Bachelor’s degree in a quantitative field - Business, Statistics, Psychology or other social science; Master’s preferred, or equivalent experience.",4.4,"Intuit - Data
4.4","New York, NY",5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Staff Data Scientist - Product Analytics,$98K - $187K (Glassdoor est.),"Overview
We are looking for a Sr. Data Scientist - Business Analytics to join the QuickBooks Insurance team! Your effort will maximize proficiency and productivity with our product and business data and become the domain expert in multiple internal and external data sources. As a Sr. Data Scientist - Business Analytics you will collaborate with different functions (Product, Engineering, Marketing and Strategy) of QB Insurance team.
What you'll bring
Bachelor’s degree in a quantitative field - Business, Statistics, Psychology or other social science; Master’s preferred, or equivalent experience.",4.4,"Intuit - Data
4.4","New York, NY",-1,-1,-1,-1,-1,-1
"AI/ML - Data Engineer (Natural Language), Siri Understanding",$98K - $187K (Glassdoor est.),"Summary
Posted: May 14, 2021
Weekly Hours: 40
Role Number:200225215
Would you like to play a critical part in the next revolution of human-computer interaction? Would you like to contribute to the advancement of a product that is globally redefining how humans use voice to relate to technology? You will be working with data science, modeling, multi-functional engineering, project management and quality teams to develop state-of-the-art evaluation strategies, methods and tools to improve Siri customer experience. Imagine being the part of the team that is developing intelligent assistant which is helping millions of people get things done - just by asking!
Key Qualifications",4.3,"Apple
4.3","Seattle, WA",-1,-1,-1,-1,-1,-1
Data Analyst for a Fast Growing Apparel Company,$98K - $187K (Glassdoor est.),"Looking for someone who has attention to detail above all else. Very strong in Microsoft Excel including pivot tables. Role will include order entry, order management, inventory management, and logistics routing.
This position is for immediate hire. Applicant must currently live in driving distance to work and have reliable transportation.
Job Type: Full-time
Pay: $13.00 - $14.00 per hour
Benefits:
401(k)",-1.0,Infinity Apparel Group,"Miami, FL",-1,-1,-1,-1,-1,-1
Data Analyst,$98K - $187K (Glassdoor est.),"Data Analyst

Position Description
CGI Federal's Emerging Technologies Practice (ETP) seeks a highly-motivated Data Analyst to join their Data Practice team. The candidate will join a team of data engineers and data scientists to work on the collection, storage, processing, and analysis of large datasets for our clients/internal projects. Your primary focus will on performing statistical analysis, and building high quality analytic systems.

Your future duties and responsibilities
Collect data to address business processes
Perform data mining, data mapping and ETL process development

Required qualifications to be successful in this role

Desired Qualifications

#CGIFederalJob



It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change-supporting our clients' digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI at www.cgi.com .

No unsolicited agency referrals please.

CGI is an equal opportunity employer.

Qualified applicants will receive consideration for employment without regard to their race, ethnicity, ancestry, color, sex, religion, creed, age, national origin, citizenship status, disability, pregnancy, medical condition, military and veteran status, marital status, sexual orientation or perceived sexual orientation, gender, gender identity, and gender expression, familial status, political affiliation, genetic information, or any other legally protected status or characteristics.

CGI provides reasonable accommodations to qualified individuals with disabilities. If you need an accommodation to apply for a job in the U.S., please email the CGI U.S. Employment Compliance mailbox at US_Employment_Compliance@cgi.com . You will need to reference the requisition number of the position in which you are interested. Your message will be routed to the appropriate recruiter who will assist you. .

We make it easy to translate military experience and skills! Click here to be directed to our site that is dedicated to veterans and transitioning service members.

All CGI offers of employment in the U.S. are contingent upon the ability to successfully complete a background investigation. Background investigation components can vary dependent upon specific assignment and/or level of US government security clearance held. CGI will consider for employment qualified applicants with arrests and conviction records in accordance with all local regulations and ordinances.

CGI will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with CGI's legal duty to furnish information.",3.8,"CGI Group, Inc.
3.8","Fairfax, VA",10000+ Employees,1976,Company - Public,Consulting,Business Services,$10+ billion (USD)
"AI/ML - Machine Learning Scientist, Siri Understanding",$98K - $187K (Glassdoor est.),"Summary
Posted: Apr 8, 2021
Role Number:200018211
“Hey Siri, let’s work together at Apple!“ The Siri Understanding team is looking for Machine Learning Engineers passionate about enabling personalized Siri interactions and delivering such technology to users on a global scale. Build end-to-end model training and evaluation pipelines. Push the envelope on the latest research developments in speaker recognition. Deploy machine-learned, on-device models that are aligned with the core values of Apple, ensuring the highest standards of quality, innovation, and respect for user privacy. And work with the people who created the intelligent assistant that helps millions of people around the world get things done — just by saying ‘Hey Siri.’
Key Qualifications",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Operations Data Analyst,$98K - $187K (Glassdoor est.),"Position Summary:
Operation Data Analyst is responsible for providing daily support and analysis to all Supervisors and department Managers in the following areas: daily monitoring of ERP Systems reports, labor variance, yields, line efficiencies, give away, film waste, Kronos reporting, scorecards, and cost allocation by department in a produce company. Operation Data Analyst must be able to communicate effectively with all personnel.
Position Requirements:
· High School or 5 years’ experience in clerical support
· Excellent written and verbal communication skills",1.0,"LaborNow
1.0","Oxnard, CA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
"Principal Data Scientist (Charlotte NC, Morristown NJ or remote)",$98K - $187K (Glassdoor est.),"Req Id: 3324
Job location: Charlotte, NC, US, 28277

Work Location :

Charlotte, NC (hybrid), Morristown, NJ (hybrid), or Fully Remote. To protect the health and safety of our employees, our offices are closed until mid-September 2021. When our offices reopen, the organization will be moving to a hybrid work model.

Our Commitment to Diversity, Equity, and Inclusion :

At Brighthouse Financial, we're fostering a culture where diverse backgrounds and experiences are celebrated, and different ideas are heard and respected. We believe that by creating an inclusive workplace, we're better able to attract and retain our talent, provide valuable solutions that meet the needs of our advisors and their clients, and deliver on our mission of helping more people achieve financial security.



Data Scientists in Brighthouse Financial's Data Science organization work closely with cross-functional teams in marketing, distribution, actuarial, product and other functions, leverage Brighthouse Financial's rich datasets to develop and deliver propensity models and data-driven insights, and ultimately drive Brighthouse Financial's top line growth. A successful candidate will be passionate about finding insights in data and using quantitative analysis to answer complex questions, with a collaborative and resourceful style.



















Less than 5%",4.3,"Brighthouse Financial
4.3","Charlotte, NC",1001 to 5000 Employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable
"AI/ML- Data Engineer, Siri Search, Knowledge & Platform",$98K - $187K (Glassdoor est.),"Summary
Posted: May 3, 2021
Role Number:200219789
Play a part in the next revolution in human-computer interaction. Contribute to a product that is redefining mobile and desktop computing. Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence. And work with the people who created the intelligent assistant that helps millions of people get things done — just by asking. The vision for the Siri Performance and Reliability team is to empower Siri organization to improve Siri quality by using data as the voice of our customers. Join us, and impact hundreds of millions of customers across a plethora of Apple of devices!
Key Qualifications
4+ years of experience in developing jobs in the MapReduce/Hadoop ecosystem, especially with Spark/Scala.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Promotions Data Analyst,$98K - $187K (Glassdoor est.),"Summary
The Food Promotions Analytics Analyst - is responsible for supporting tasks basket and item level analysis. This individual assists in analyzing promotional items, optimizing pricing, and well as recommending promotional price optimization and other promotional opportunities by region.
What You’ll Do
Support in reporting and analyzing weekly and seasonal promotional assortments by the necessary deadlines
Prepare promotional market analysis and propose new promotional products and strategy initiatives for assigned categories",3.6,"Lidl US
3.6","Arlington, VA",10000+ Employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
Senior Business & Data Analyst,$98K - $187K (Glassdoor est.),"Overview: For more than 70 years, Northwest Federal Credit Union has provided valuable financial products and services for our members. Northwest offers employees a comprehensive benefits program including: medical and dental plans, paid time off, a generous 401k match, student loan assistance, parental leave, and the opportunity to grow professionally through a wide range of job-based, classroom and online training resources. Northwest Federal Credit Union has been recognized as a 2020 Top Workplace by The Washington Post and we believe that our success is built upon the excellence and achievement of our employees. Together, we serve and inspire to transform lives.
The Senior Business and Data Analyst operates as a member of the Data Analytics and Operations Team. This position collaborates with business partners to build, deliver, and refine analytics that lead to data driven decisions. The successful candidate will serve as a key influencer and champion for the use and management of information and analytics to drive and measure company performance and actionable insights for use in daily and strategic decision making.
Responsibilities:",3.4,"Northwest Federal Credit Union
3.4","Herndon, VA",501 to 1000 Employees,1947,Company - Private,Banks & Credit Unions,Finance,$25 to $50 million (USD)
SoC Power Modeling Engineer,$98K - $187K (Glassdoor est.),"Summary
Posted: Oct 26, 2020
Role Number:200202381
Do you want to utilize your engineering background to make big things happen? Can you influence, connect, get results and communicate effectively? Can you deliver on a predictable and dynamic schedule? Do you have a passion for crafting entirely new solutions? Do you love building without precedent?As part of our Digital Design Engineering group, you’ll take imaginative and revolutionary ideas and determine how to turn them into reality. You and your team will apply engineering fundamentals and start from scratch if needed, bringing visionary ideas to the real world. Your efforts will be groundbreaking, often literally. Join us, and you’ll help design the tools that allow us to bring customers experiences they’ve never before envisioned.You will be part of an exciting silicon design group that is responsible for designing state-of-the-art ASICs. We have an extraordinary opportunity for Power Modeling Engineers.In this highly visible role, you will be responsible for SOC power simulation and power modeling, SOC use case power analysis, and drive the future SOC power optimization.",4.3,"Apple
4.3","San Diego, CA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Analyst,$98K - $187K (Glassdoor est.),"Thank you for considering a career at Bon Secours Mercy Health!
Job Description
The Data Analyst is responsible for translating and programming vast amounts of data into understandable, relevant and actionable information. Interfacing with business units (finance, HR, etc.) across the organization, this position will provide business insights and design and deliver reports. It is critical for this role to be actively engaged in developing and promoting effective data governance through documentation and adherence of standards to assure that the information produced and provided by the Analytics team is accurate and trusted as the source of truth.
Essential Job Functions
40
Days
SS Corporate - Administration",3.4,"Bon Secours Mercy Health
3.4","Cincinnati, OH",10000+ Employees,2018,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
"Principal, Data Scientist",$98K - $187K (Glassdoor est.),"About:
Macy’s is proudly America’s Department Store. For more than 160 years, Macy’s has served generations at every stage of their lives. Our customers come to us for fashion, value and celebration.
Macy’s Marketing delivers a healthy, profitable customer franchise that is growing through engagement and acquisition. Our team leads strategic initiatives such as personalization and monetization, as well as our Star Rewards Loyalty program.
Take the helm of one of the world’s most beloved brands and help bring it to life for our customers. As part of our team, you’ll own, guide, and direct marketing efforts, motivating our customers to strengthen their relationship with our brand. Constantly creating, innovating, and exploring the new, you’ll drive customer engagement and loyalty while sparking excitement.",3.4,"Macy’s
3.4","New York, NY",10000+ Employees,1858,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
Data Analyst,$98K - $187K (Glassdoor est.),"IDR’s largest client is seeking a Data Analyst to join its team in Smyrna, GA! The Data Analyst will use multiple data sources, analyze large amounts of raw customer, supplier, and product information to find patterns, identify exceptions and publish findings. The primary responsibilities include conducting full lifecycle analysis to include requirements, activities, and design.
Responsibilities of the Data Analyst include:
Participate and drive robotic process automation
Acquire data from primary or secondary data sources
Identify, analyze, and interpret trends or patterns in complex data sets, especially trends that may better inform how data should be matched and consolidated",4.3,"Internal Data Resources
4.3","Smyrna, GA",201 to 500 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Scientist 1,$98K - $187K (Glassdoor est.),"Data Scientist 1, Television Data Products
Location: Dulles, VA
FourthWall Media, Inc. is looking for a data scientist with a strong background in data analytics to join its Data Science team. FourthWall Media is creating a whole new way of thinking about media analytics. From audiences to attribution, our deep data experience coupled with our Reveal™ platform will open the door for evolution, invention, and growth across the media ecosystem. We are seeking new team members who will support our growth and help shape the next generation of media analytics.
Job Description
This individual would be involved in all phases and levels of data handling in its advertising analytics products such as monitoring and ensuring the integrity of underlying datasets, testing for data validity, validating analytic outputs, interfacing with and providing support to product management team.",-1.0,"FourthWall Media, Inc.","Sterling, VA",-1,-1,-1,-1,-1,-1
"Lead, Data Scientist",$98K - $187K (Glassdoor est.),"About:
Macy’s is proudly America’s Department Store. For more than 160 years, Macy’s has served generations at every stage of their lives. Our customers come to us for fashion, value and celebration.
Macy’s Marketing delivers a healthy, profitable customer franchise that is growing through engagement and acquisition. Our team leads strategic initiatives such as personalization and monetization, as well as our Star Rewards Loyalty program.
Take the helm of one of the world’s most beloved brands and help bring it to life for our customers. As part of our team, you’ll own, guide, and direct marketing efforts, motivating our customers to strengthen their relationship with our brand. Constantly creating, innovating, and exploring the new, you’ll drive customer engagement and loyalty while sparking excitement.



MARKETING00 CORP00",3.4,"Macy’s
3.4","New York, NY",10000+ Employees,1858,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
Data Scientist,$98K - $187K (Glassdoor est.),"We are looking for a Data Scientist to join our cross-functional Data Center of Excellence team. As part of the newly formed team consisting of a Data Architect/Engineer, Program Manager and Product Owner, they will be working to leverage and increase data science across our customer journey.
What they will do:
Push business thinking on the art of the possible with data, machine learning and advanced analytics
Work as the lead data scientist, identifying and integrating new datasets that can be leveraged through our product capabilities to strategize and execute the development of data products
Execute machine learning experiments methodically to help solve various problems and make a true impact across various business domains",3.5,"Lorien
3.5","Atlanta, GA",201 to 500 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior Data Engineer,$98K - $187K (Glassdoor est.),"At AE Business Solutions, we believe that businesses with well-defined data analytics are the ones leading their industry. AE’s team of business intelligence and data analytics engineers look for big problems and create exceptional solutions. This position offers an uncommon opportunity to become an expert on implementing the latest solutions in advanced analytics.
Our team at AE is bold and ambitious, working together to empower our customers to get the most value out of their data.
About the Role:
The BI/Data Engineer will help companies across the entire life cycle of analytics including data integration, storage, prep & blend, visualization, advanced analytics & strategy. This role requires a broad range of experience in a dynamic environment. We strongly prefer candidates that can work across multiple areas and platforms. You’ll become highly trained and certified in the latest tech and drive services ranging from advisory & architecture to hands-on engineering and delivery. You’ll Interact directly with clients to meet their business intelligence needs, so strong communication skills are a must! This engineer must have a strong background in data integration and data warehousing architecture.",4.0,"AE Business Solutions
4.0","Madison, WI",51 to 200 Employees,1949,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Cloud & Machine Learning Engineer,$98K - $187K (Glassdoor est.),"Company Summary
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Target Openings
1
Job Description Summary
Support the strategy and managing projects, people or innovation streams. Conduct a variety of statistical analyses including data mining, predictive modeling and/or actuarial techniques. Review analyses and provide direction and insight. Work within broad limits and authority on complex assignments requiring specialized knowledge in breadth and/or depth in area of expertise which may be one or more of the following: Advanced statistical analyses. Actuarial and/or research methods. Broad business knowledge. In-depth Line of Business knowledge. May provide direction to a team of analysts and/or project members.




Experience : 0",4.0,"The Travelers Companies, Inc.
4.0","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Master Data Analyst,$98K - $187K (Glassdoor est.),"About CDK Global, Inc
CDK Global (NASDAQ:CDK) is a leading provider of integrated data and technology solutions to the automotive, heavy truck, recreation and heavy equipment industries. Focused on enabling end-to-end, omnichannel retail commerce through open, agnostic technology, CDK Global provides solutions to dealers and original equipment manufacturers, serving nearly 15,000 retail locations in North America. CDK solutions connect people with technology by automating and integrating all parts of the dealership and buying process, including the acquisition, sales, financing, insuring, parts supply, repair and maintenance of vehicles. Visit cdkglobal.com.

Role is responsible for the generation and maintenance of all sellable products in both ERP systems. This includes scoping requirements, creating test data and assisting in modifications that allow us to begin selling.",3.5,"CDK Global
3.5","Hoffman Estates, IL",5001 to 10000 Employees,2014,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
"AI/ML - Data Infrastructure Stream Processing Engineer, Siri Search & Knowledge Platform",$98K - $187K (Glassdoor est.),"Summary
Posted: Jul 12, 2021
Role Number:200265921
Data Infrastructure team within the Siri organization powers analytics, experimentation and ML feature engineering to power Siri we all love in our Apple devices. The mission of the Data Infrastructure org is to provide our engineers and data scientists a cutting edge, reliable and easy to use infrastructure for ingesting, storing, processing and interacting with data and ultimately help the teams that build data intensive applications be successful. You will work with many cross functional teams and lead the planning, execution and success of technical projects with the ultimate purpose of improving Siri experience for Apple customers. We are looking for engineers who want to bring their passion for infrastructure to build world class infrastructure products.Are you a passionate about building scalable, reliable, maintainable infrastructure and solving data problems at scale? Come join us and be part of the Data Infrastructure journey.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Modeler/Architect - Bond & Specialty,$98K - $187K (Glassdoor est.),"Company Summary
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Target Openings
1
Job Description Summary
Travelers Insurance Companies Bond & Specialty Insurance Information Technology group is seeking a talented professional Data Architect to join and guide our organization in an exciting variety of initiatives. This position requires a self-driven technically competent individual to provide architectural guidance, technological recommendations and transition strategies that support the development and implementation of business solutions.
We will rely on your abilities as a partner on a talented team of technical professionals. Ideally, you’re someone who can help guide others towards technology solutions you believe in. You possess a balance of professional competencies, technical depth, and strong interpersonal skills. If this sounds like you, we’d love to speak with you!




Experience : 0",4.0,"The Travelers Companies, Inc.
4.0","Saint Paul, MN",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Technical Data Manager - Informatics,$98K - $187K (Glassdoor est.),"TECHNICAL DATA MANAGER - INFORMATICS
CAMBRIDGE, MA
Candidates local to Summit, NJ.; or MA.
This position will begin fully remote but will transition to on-site in the future.
Typical work hours: 9am-5pm with some flexibility in start/end times; No weekend or OT work expected for this contractor.
Project Description:
We are looking for an enthusiastic, thorough, and collaborative Technical Data Manager to support ongoing research through enabling seamless access to high-quality data.",4.5,"Alpha Consulting
4.5","Cambridge, MA",201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Finance Data Analyst - Data Management - Remote - US,$98K - $187K (Glassdoor est.),"This position can be a Remote in the U.S. with travel once a quarter to MA*
The opportunity
As the Finance Data Analyst, you will have significant interaction and partnership with the finance data owners and other MassMutual data leaders. You will play a key role in driving culture change to enable data access, self-service, and usage across Corporate Finance to allow users to become fluent in using data with best practices. You will partner with the technology team to leverage emerging enterprise technology capabilities in data enablement and consumption; deliver efficient and optimized financial data related processes; execute a strong governance oversight. As the Finance Data Domain Owner, you will report to the Director of Finance Data Operations.

The Team
The Finance Data Management team, within Controller’s group, manages financial data domains used by MassMutual and supports significant financial applications. The team take lead in three areas data innovation & efficiency, data governance, partnership with business and technology. The team supports a broad set of financial applications including general ledger, sub-ledgers, planning, reporting and treasury tools. Our vision is be the expert data management function to champion and democratize optimized financial data, in turn enabling self-service across Corporate Finance to be a best-in-class strategic finance team.

The Impact
We are looking for a data management professional who can deliver business value by supporting financial data enablement, governance and consumption. The key responsibilities:
Works with data owners to translate business requirements to data requirements
P rovides support to data projects to meet standards
Builds a strong engagement with Enterprise Technology and Customer Experience (ETX) organization to manage data on-boarding to the data lake
Performs data governance in compliance with enterprise data governance policy and standards
Identifies critical data elements and document their metadata and lineage
Governs the data life cycle of data domains from inception to production in data lake
Documents data quality and transformation rules appropriately
Reduce manual touchpoints through manual spreadsheets used to load data into data lake
Facilitates remediation of finance data management-related issues
Maintains MassMutual internal control standards

The Minimum QUALIFICATIONS
3+ years of work experience in the financial data management role OR a Bachelor’s degree in data science/engineering, statistics, analytics, finance, accounting or related field
Innate desire to provide excellent service to clients
Demonstrated skills of business analysis and data management
Organized and detail-oriented; multi-task various responsibilities
Ability to think critically and demonstrate good judgment
Excellent interpersonal and verbal skills
Ability to work well under pressure and manage multiple deliverables

The Ideal QUALIFICATIONS
3+ years of work experience in the financial data management role
Experience in data domain management of financial data for financial shared services, financial reporting or regulatory reporting
Experience in data governance
Experience in a Corporate Finance function
Experience with life insurance, annuities, DI. data domain owner i.e. Capital, Invested Assets, expenses, flows and insurance
Experience in working for finance data oversight
Excellent relationship building, influencing and communication skills
Ability to think critically and demonstrate good judgment
Ability to work well under pressure and manage multiple deliverables
Master’s degree, MBA, PMP certified

What to Expect as Part of MassMutual and the Team
Regular meetings with the finance data management Team
Focused one-on-one meetings with your manager
Access to mentorship opportunities
Networking opportunities including access to Asian, Hispanic/Latinx, African American, women, LGBTQ, veteran and disability-focused Business Resource Groups
Access to learning content on Degreed and other informational platforms
Your ethics and integrity will be valued by a company with a strong and stable ethical business with industry leading pay and benefits

$50,000 - $65,000 base, plus 7% target bonus.

#LI-LC
#LI-LC1
#LI-Remote

MassMutual is an Equal Employment Opportunity employer Minority/Female/Sexual Orientation/Gender Identity/Individual with Disability/Protected Veteran. We welcome all persons to apply. Note: Veterans are welcome to apply, regardless of their discharge status.",3.9,"MassMutual
3.9","Boston, MA",5001 to 10000 Employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Investment Operations Data Analyst,$98K - $187K (Glassdoor est.),"Shift is 6:00 AM -2:30 PM
As part of the Market Data Services group, this individual will be responsible for the validation of information from third party sources and internal Putnam sources. The information will be specific to both fixed income and equity data required to support portfolio management, trading, research, client reporting and the portfolio construction process. The data analyst will be required to work in Putnam’s Boston office and will have daily interaction with the aforementioned teams.
The data analyst will be focused on security reference and analytical data for the universe of fixed income and equity securities held by Putnam and our respective benchmarks.
The data analyst will interface with external and internal data providers and will also have extensive contact with the investment teams in determining and resolving data requirements. The data analyst will also work closely with the systems groups in identifying and resolving issues.",3.8,"Putnam Investments
3.8","Boston, MA",1001 to 5000 Employees,1937,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$100 to $500 million (USD)
Data Engineer,$98K - $187K (Glassdoor est.),"THE TEAM YOU WILL BE JOINING:
Nation’s largest specialty health plan provider
Founded on improving the health and wellness of members and their families
High growth organization that encourages professional and personal development
Beautiful work environment in uptown Charlotte
?WHAT THEY OFFER YOU:
Opportunity to make a positive difference in people's lives
Comprehensive benefit plans for employees and dependents
Collaborative work environment that appreciates individuality and benefits from a workforce of diverse backgrounds and experience",2.4,"AccruePartners
2.4","Charlotte, NC",51 to 200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Scientist II,$98K - $187K (Glassdoor est.),"Minimum Clearance Required to Start: Top Secret SCI

Job Description:
Position Overview : You will help develop innovative and useful approaches for improving or expanding methodologies, models, products and services, including technically advancing the rigor of products using advanced analytical methods and structured problem-solving techniques. As a trusted team member, you will explore, develop, evaluate and/or operationalize new technologies and capabilities to improve analytical quality, technical content, presentation and delivery of targeting products. Improve business processes and reduce product cycle times, without sacrificing technical rigor or quality. Provide statistical and mathematical support to analyze and interpret a wide range of data in order to provide customer solutions. Works with various stakeholders to present and operationalize data to achieve actionable insights to drive customer strategy and decisions. Applies intermediate-level analytic capabilities to solve complex business problems from a combination of unstructured, semi-structured, and structured data.

• Minimum BS Degree from in Computer Science, Statistics or related STEM fields.
Must be able to obtain, maintain and/or currently possess a security clearance.",3.9,"Parsons
3.9","Dahlgren, VA",10000+ Employees,1944,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD)
